id,input_stage,geometry_stage,refinement_stage,cleanup_stage,status,runnable_now,why,rank,score,priority,rationale
sync_keyframes-feedforward_gs-gsplat_7k-none,sync_keyframes,feedforward_gs,gsplat_7k,none,external,False,valid,99,73,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful; feed-forward model gets structured multi-view input
sync_keyframes-instantsplat_init-gsplat_7k-none,sync_keyframes,instantsplat_init,gsplat_7k,none,external,False,valid,100,73,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful; feed-forward model gets structured multi-view input
fixed_rig_sync-colmap_pairs-gsplat_1k-difix_distill,fixed_rig_sync,colmap_pairs,gsplat_1k,difix_distill,planned,False,valid,101,73,medium,planned readiness; uses synchronized multi-view structure; reduces matching work; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
fixed_rig_sync-fixed_rig_trajectory-gsplat_7k-difix_distill,fixed_rig_sync,fixed_rig_trajectory,gsplat_7k,difix_distill,planned,False,valid,102,73,medium,planned readiness; uses synchronized multi-view structure; best fit for fixed cameras; slower quality baseline; tests diffusion distillation; highest fixed-rig upside; slow training plus cleanup; distillation adds another training loop
fixed_rig_sync-vggt_geometry-gsplat_1k-difix_inference,fixed_rig_sync,vggt_geometry,gsplat_1k,difix_inference,planned,False,valid,103,73,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input
fixed_rig_sync-feedforward_gs-gsplat_1k-difix_inference,fixed_rig_sync,feedforward_gs,gsplat_1k,difix_inference,planned,False,valid,104,72,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input
fixed_rig_sync-instantsplat_init-gsplat_1k-difix_inference,fixed_rig_sync,instantsplat_init,gsplat_1k,difix_inference,planned,False,valid,105,72,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input
fixed_rig_sync-vggt_geometry-gsplat_7k-none,fixed_rig_sync,vggt_geometry,gsplat_7k,none,planned,False,valid,106,72,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful; feed-forward model gets structured multi-view input
posed_rgbd_dataset-posed_depth_init-gsplat_1k-difix_inference,posed_rgbd_dataset,posed_depth_init,gsplat_1k,difix_inference,planned,False,valid,107,72,medium,planned readiness; uses posed/depth data; uses known pose/depth initializer; fastest current refinement; tests diffusion view cleanup; dataset pose/depth path is direct
fixed_rig_sync-colmap_pairs-gsplat_1k-difix_inference,fixed_rig_sync,colmap_pairs,gsplat_1k,difix_inference,planned,False,valid,108,71,medium,planned readiness; uses synchronized multi-view structure; reduces matching work; fastest current refinement; tests diffusion view cleanup
fixed_rig_sync-feedforward_gs-gsplat_7k-none,fixed_rig_sync,feedforward_gs,gsplat_7k,none,planned,False,valid,109,71,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful; feed-forward model gets structured multi-view input
fixed_rig_sync-instantsplat_init-gsplat_7k-none,fixed_rig_sync,instantsplat_init,gsplat_7k,none,planned,False,valid,110,71,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful; feed-forward model gets structured multi-view input
posed_rgbd_dataset-posed_depth_init-gsplat_7k-none,posed_rgbd_dataset,posed_depth_init,gsplat_7k,none,planned,False,valid,111,71,medium,planned readiness; uses posed/depth data; uses known pose/depth initializer; slower quality baseline; keeps evaluation faithful; dataset pose/depth path is direct
classic_topk-colmap_auto-gsplat_1k-none,classic_topk,colmap_auto,gsplat_1k,none,implemented,True,valid,112,70,medium,implemented readiness; baseline input path; fastest current refinement; keeps evaluation faithful; least multi-view-specific
sync_keyframes-colmap_auto-fastgs_100s-none,sync_keyframes,colmap_auto,fastgs_100s,none,external,False,valid,113,70,medium,external readiness; uses synchronized multi-view structure; promising training accelerator; keeps evaluation faithful
sync_keyframes-feedforward_gs-none-difix_inference,sync_keyframes,feedforward_gs,none,difix_inference,external,False,valid,114,70,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input; tests direct Gaussian output; cleanup without refinement is harder to interpret
sync_keyframes-instantsplat_init-none-difix_inference,sync_keyframes,instantsplat_init,none,difix_inference,external,False,valid,115,70,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input; tests direct Gaussian output; cleanup without refinement is harder to interpret
fixed_rig_sync-colmap_pairs-gsplat_7k-none,fixed_rig_sync,colmap_pairs,gsplat_7k,none,planned,False,valid,116,70,medium,planned readiness; uses synchronized multi-view structure; reduces matching work; slower quality baseline; keeps evaluation faithful
sync_keyframes-feedforward_gs-none-difix_distill,sync_keyframes,feedforward_gs,none,difix_distill,external,False,valid,117,69,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion distillation; feed-forward model gets structured multi-view input; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
sync_keyframes-instantsplat_init-none-difix_distill,sync_keyframes,instantsplat_init,none,difix_distill,external,False,valid,118,69,medium,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion distillation; feed-forward model gets structured multi-view input; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
posed_rgbd_dataset-vggt_geometry-fastgs_100s-none,posed_rgbd_dataset,vggt_geometry,fastgs_100s,none,planned,False,valid,119,69,medium,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
sync_keyframes-colmap_auto-gsplat_2k-difix_distill,sync_keyframes,colmap_auto,gsplat_2k,difix_distill,external,False,valid,120,68,medium,external readiness; uses synchronized multi-view structure; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
fixed_rig_sync-colmap_auto-fastgs_100s-none,fixed_rig_sync,colmap_auto,fastgs_100s,none,planned,False,valid,121,68,medium,planned readiness; uses synchronized multi-view structure; promising training accelerator; keeps evaluation faithful
fixed_rig_sync-feedforward_gs-none-difix_inference,fixed_rig_sync,feedforward_gs,none,difix_inference,planned,False,valid,122,68,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input; tests direct Gaussian output; cleanup without refinement is harder to interpret
fixed_rig_sync-instantsplat_init-none-difix_inference,fixed_rig_sync,instantsplat_init,none,difix_inference,planned,False,valid,123,68,medium,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; feed-forward model gets structured multi-view input; tests direct Gaussian output; cleanup without refinement is harder to interpret
posed_rgbd_dataset-feedforward_gs-fastgs_100s-none,posed_rgbd_dataset,feedforward_gs,fastgs_100s,none,planned,False,valid,124,68,medium,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
posed_rgbd_dataset-instantsplat_init-fastgs_100s-none,posed_rgbd_dataset,instantsplat_init,fastgs_100s,none,planned,False,valid,125,68,medium,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
posed_rgbd_dataset-vggt_geometry-gsplat_2k-none,posed_rgbd_dataset,vggt_geometry,gsplat_2k,none,planned,False,valid,126,68,medium,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
sync_keyframes-colmap_auto-fastgs_100s-difix_inference,sync_keyframes,colmap_auto,fastgs_100s,difix_inference,external,False,valid,127,67,low,external readiness; uses synchronized multi-view structure; promising training accelerator; tests diffusion view cleanup
fixed_rig_sync-colmap_auto-gsplat_2k-none,fixed_rig_sync,colmap_auto,gsplat_2k,none,planned,False,valid,128,67,low,planned readiness; uses synchronized multi-view structure; preview-quality refinement budget; keeps evaluation faithful
fixed_rig_sync-feedforward_gs-none-difix_distill,fixed_rig_sync,feedforward_gs,none,difix_distill,planned,False,valid,129,67,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion distillation; feed-forward model gets structured multi-view input; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
fixed_rig_sync-instantsplat_init-none-difix_distill,fixed_rig_sync,instantsplat_init,none,difix_distill,planned,False,valid,130,67,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; skips refinement; tests diffusion distillation; feed-forward model gets structured multi-view input; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
posed_rgbd_dataset-feedforward_gs-gsplat_2k-none,posed_rgbd_dataset,feedforward_gs,gsplat_2k,none,planned,False,valid,131,67,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
posed_rgbd_dataset-instantsplat_init-gsplat_2k-none,posed_rgbd_dataset,instantsplat_init,gsplat_2k,none,planned,False,valid,132,67,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
posed_rgbd_dataset-vggt_geometry-gsplat_2k-difix_distill,posed_rgbd_dataset,vggt_geometry,gsplat_2k,difix_distill,planned,False,valid,133,67,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-colmap_auto-gsplat_7k-none,classic_topk,colmap_auto,gsplat_7k,none,implemented,True,valid,134,66,low,implemented readiness; baseline input path; slower quality baseline; keeps evaluation faithful; least multi-view-specific
sync_keyframes-colmap_auto-fastgs_100s-difix_distill,sync_keyframes,colmap_auto,fastgs_100s,difix_distill,external,False,valid,135,66,low,external readiness; uses synchronized multi-view structure; promising training accelerator; tests diffusion distillation; distillation adds another training loop
sync_keyframes-colmap_auto-gsplat_2k-difix_inference,sync_keyframes,colmap_auto,gsplat_2k,difix_inference,external,False,valid,136,66,low,external readiness; uses synchronized multi-view structure; preview-quality refinement budget; tests diffusion view cleanup
sync_keyframes-vggt_geometry-gsplat_7k-difix_inference,sync_keyframes,vggt_geometry,gsplat_7k,difix_inference,external,False,valid,137,66,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
fixed_rig_sync-colmap_auto-gsplat_2k-difix_distill,fixed_rig_sync,colmap_auto,gsplat_2k,difix_distill,planned,False,valid,138,66,low,planned readiness; uses synchronized multi-view structure; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_2k-difix_distill,posed_rgbd_dataset,feedforward_gs,gsplat_2k,difix_distill,planned,False,valid,139,66,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-instantsplat_init-gsplat_2k-difix_distill,posed_rgbd_dataset,instantsplat_init,gsplat_2k,difix_distill,planned,False,valid,140,66,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-vggt_geometry-fastgs_100s-difix_inference,posed_rgbd_dataset,vggt_geometry,fastgs_100s,difix_inference,planned,False,valid,141,66,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
classic_topk-vggt_geometry-fastgs_100s-none,classic_topk,vggt_geometry,fastgs_100s,none,external,False,valid,142,65,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
sync_keyframes-colmap_auto-gsplat_1k-difix_distill,sync_keyframes,colmap_auto,gsplat_1k,difix_distill,external,False,valid,143,65,low,external readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
sync_keyframes-feedforward_gs-gsplat_7k-difix_inference,sync_keyframes,feedforward_gs,gsplat_7k,difix_inference,external,False,valid,144,65,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
sync_keyframes-instantsplat_init-gsplat_7k-difix_inference,sync_keyframes,instantsplat_init,gsplat_7k,difix_inference,external,False,valid,145,65,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
sync_keyframes-vggt_geometry-gsplat_7k-difix_distill,sync_keyframes,vggt_geometry,gsplat_7k,difix_distill,external,False,valid,146,65,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
fixed_rig_sync-colmap_auto-fastgs_100s-difix_inference,fixed_rig_sync,colmap_auto,fastgs_100s,difix_inference,planned,False,valid,147,65,low,planned readiness; uses synchronized multi-view structure; promising training accelerator; tests diffusion view cleanup
posed_rgbd_dataset-feedforward_gs-fastgs_100s-difix_inference,posed_rgbd_dataset,feedforward_gs,fastgs_100s,difix_inference,planned,False,valid,148,65,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
posed_rgbd_dataset-instantsplat_init-fastgs_100s-difix_inference,posed_rgbd_dataset,instantsplat_init,fastgs_100s,difix_inference,planned,False,valid,149,65,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
posed_rgbd_dataset-vggt_geometry-fastgs_100s-difix_distill,posed_rgbd_dataset,vggt_geometry,fastgs_100s,difix_distill,planned,False,valid,150,65,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
posed_rgbd_dataset-vggt_geometry-gsplat_1k-none,posed_rgbd_dataset,vggt_geometry,gsplat_1k,none,planned,False,valid,151,65,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
posed_rgbd_dataset-vggt_geometry-gsplat_2k-difix_inference,posed_rgbd_dataset,vggt_geometry,gsplat_2k,difix_inference,planned,False,valid,152,65,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
classic_topk-feedforward_gs-fastgs_100s-none,classic_topk,feedforward_gs,fastgs_100s,none,external,False,valid,153,64,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
classic_topk-instantsplat_init-fastgs_100s-none,classic_topk,instantsplat_init,fastgs_100s,none,external,False,valid,154,64,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; keeps evaluation faithful
classic_topk-vggt_geometry-gsplat_2k-none,classic_topk,vggt_geometry,gsplat_2k,none,external,False,valid,155,64,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
sync_keyframes-feedforward_gs-gsplat_7k-difix_distill,sync_keyframes,feedforward_gs,gsplat_7k,difix_distill,external,False,valid,156,64,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
sync_keyframes-instantsplat_init-gsplat_7k-difix_distill,sync_keyframes,instantsplat_init,gsplat_7k,difix_distill,external,False,valid,157,64,low,external readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
fixed_rig_sync-colmap_auto-fastgs_100s-difix_distill,fixed_rig_sync,colmap_auto,fastgs_100s,difix_distill,planned,False,valid,158,64,low,planned readiness; uses synchronized multi-view structure; promising training accelerator; tests diffusion distillation; distillation adds another training loop
fixed_rig_sync-colmap_auto-gsplat_1k-none,fixed_rig_sync,colmap_auto,gsplat_1k,none,planned,False,valid,159,64,low,planned readiness; uses synchronized multi-view structure; fastest current refinement; keeps evaluation faithful
fixed_rig_sync-colmap_auto-gsplat_2k-difix_inference,fixed_rig_sync,colmap_auto,gsplat_2k,difix_inference,planned,False,valid,160,64,low,planned readiness; uses synchronized multi-view structure; preview-quality refinement budget; tests diffusion view cleanup
fixed_rig_sync-vggt_geometry-gsplat_7k-difix_inference,fixed_rig_sync,vggt_geometry,gsplat_7k,difix_inference,planned,False,valid,161,64,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
posed_rgbd_dataset-feedforward_gs-fastgs_100s-difix_distill,posed_rgbd_dataset,feedforward_gs,fastgs_100s,difix_distill,planned,False,valid,162,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_1k-none,posed_rgbd_dataset,feedforward_gs,gsplat_1k,none,planned,False,valid,163,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
posed_rgbd_dataset-feedforward_gs-gsplat_2k-difix_inference,posed_rgbd_dataset,feedforward_gs,gsplat_2k,difix_inference,planned,False,valid,164,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
posed_rgbd_dataset-instantsplat_init-fastgs_100s-difix_distill,posed_rgbd_dataset,instantsplat_init,fastgs_100s,difix_distill,planned,False,valid,165,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
posed_rgbd_dataset-instantsplat_init-gsplat_1k-none,posed_rgbd_dataset,instantsplat_init,gsplat_1k,none,planned,False,valid,166,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
posed_rgbd_dataset-instantsplat_init-gsplat_2k-difix_inference,posed_rgbd_dataset,instantsplat_init,gsplat_2k,difix_inference,planned,False,valid,167,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
posed_rgbd_dataset-vggt_geometry-gsplat_1k-difix_distill,posed_rgbd_dataset,vggt_geometry,gsplat_1k,difix_distill,planned,False,valid,168,64,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-feedforward_gs-gsplat_2k-none,classic_topk,feedforward_gs,gsplat_2k,none,external,False,valid,169,63,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
classic_topk-instantsplat_init-gsplat_2k-none,classic_topk,instantsplat_init,gsplat_2k,none,external,False,valid,170,63,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
classic_topk-vggt_geometry-gsplat_2k-difix_distill,classic_topk,vggt_geometry,gsplat_2k,difix_distill,external,False,valid,171,63,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
sync_keyframes-colmap_auto-gsplat_1k-difix_inference,sync_keyframes,colmap_auto,gsplat_1k,difix_inference,external,False,valid,172,63,low,external readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion view cleanup
fixed_rig_sync-colmap_auto-gsplat_1k-difix_distill,fixed_rig_sync,colmap_auto,gsplat_1k,difix_distill,planned,False,valid,173,63,low,planned readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
fixed_rig_sync-feedforward_gs-gsplat_7k-difix_inference,fixed_rig_sync,feedforward_gs,gsplat_7k,difix_inference,planned,False,valid,174,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
fixed_rig_sync-instantsplat_init-gsplat_7k-difix_inference,fixed_rig_sync,instantsplat_init,gsplat_7k,difix_inference,planned,False,valid,175,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
fixed_rig_sync-vggt_geometry-gsplat_7k-difix_distill,fixed_rig_sync,vggt_geometry,gsplat_7k,difix_distill,planned,False,valid,176,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_1k-difix_distill,posed_rgbd_dataset,feedforward_gs,gsplat_1k,difix_distill,planned,False,valid,177,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-none-none,posed_rgbd_dataset,feedforward_gs,none,none,planned,False,valid,178,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
posed_rgbd_dataset-instantsplat_init-gsplat_1k-difix_distill,posed_rgbd_dataset,instantsplat_init,gsplat_1k,difix_distill,planned,False,valid,179,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-instantsplat_init-none-none,posed_rgbd_dataset,instantsplat_init,none,none,planned,False,valid,180,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
posed_rgbd_dataset-posed_depth_init-gsplat_7k-difix_inference,posed_rgbd_dataset,posed_depth_init,gsplat_7k,difix_inference,planned,False,valid,181,63,low,planned readiness; uses posed/depth data; uses known pose/depth initializer; slower quality baseline; tests diffusion view cleanup; dataset pose/depth path is direct; slow training plus cleanup
classic_topk-feedforward_gs-gsplat_2k-difix_distill,classic_topk,feedforward_gs,gsplat_2k,difix_distill,external,False,valid,182,62,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-instantsplat_init-gsplat_2k-difix_distill,classic_topk,instantsplat_init,gsplat_2k,difix_distill,external,False,valid,183,62,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-vggt_geometry-fastgs_100s-difix_inference,classic_topk,vggt_geometry,fastgs_100s,difix_inference,external,False,valid,184,62,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
fixed_rig_sync-colmap_pairs-gsplat_7k-difix_inference,fixed_rig_sync,colmap_pairs,gsplat_7k,difix_inference,planned,False,valid,185,62,low,planned readiness; uses synchronized multi-view structure; reduces matching work; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
fixed_rig_sync-feedforward_gs-gsplat_7k-difix_distill,fixed_rig_sync,feedforward_gs,gsplat_7k,difix_distill,planned,False,valid,186,62,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
fixed_rig_sync-instantsplat_init-gsplat_7k-difix_distill,fixed_rig_sync,instantsplat_init,gsplat_7k,difix_distill,planned,False,valid,187,62,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-fastgs_100s-none,posed_rgbd_dataset,colmap_auto,fastgs_100s,none,planned,False,valid,188,62,low,planned readiness; uses posed/depth data; promising training accelerator; keeps evaluation faithful
posed_rgbd_dataset-posed_depth_init-gsplat_7k-difix_distill,posed_rgbd_dataset,posed_depth_init,gsplat_7k,difix_distill,planned,False,valid,189,62,low,planned readiness; uses posed/depth data; uses known pose/depth initializer; slower quality baseline; tests diffusion distillation; dataset pose/depth path is direct; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-vggt_geometry-gsplat_1k-difix_inference,posed_rgbd_dataset,vggt_geometry,gsplat_1k,difix_inference,planned,False,valid,190,62,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
classic_topk-feedforward_gs-fastgs_100s-difix_inference,classic_topk,feedforward_gs,fastgs_100s,difix_inference,external,False,valid,191,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
classic_topk-instantsplat_init-fastgs_100s-difix_inference,classic_topk,instantsplat_init,fastgs_100s,difix_inference,external,False,valid,192,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
classic_topk-vggt_geometry-fastgs_100s-difix_distill,classic_topk,vggt_geometry,fastgs_100s,difix_distill,external,False,valid,193,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
classic_topk-vggt_geometry-gsplat_1k-none,classic_topk,vggt_geometry,gsplat_1k,none,external,False,valid,194,61,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
classic_topk-vggt_geometry-gsplat_2k-difix_inference,classic_topk,vggt_geometry,gsplat_2k,difix_inference,external,False,valid,195,61,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
fixed_rig_sync-colmap_auto-gsplat_1k-difix_inference,fixed_rig_sync,colmap_auto,gsplat_1k,difix_inference,planned,False,valid,196,61,low,planned readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion view cleanup
fixed_rig_sync-colmap_pairs-gsplat_7k-difix_distill,fixed_rig_sync,colmap_pairs,gsplat_7k,difix_distill,planned,False,valid,197,61,low,planned readiness; uses synchronized multi-view structure; reduces matching work; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-gsplat_2k-none,posed_rgbd_dataset,colmap_auto,gsplat_2k,none,planned,False,valid,198,61,low,planned readiness; uses posed/depth data; preview-quality refinement budget; keeps evaluation faithful
posed_rgbd_dataset-feedforward_gs-gsplat_1k-difix_inference,posed_rgbd_dataset,feedforward_gs,gsplat_1k,difix_inference,planned,False,valid,199,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
posed_rgbd_dataset-instantsplat_init-gsplat_1k-difix_inference,posed_rgbd_dataset,instantsplat_init,gsplat_1k,difix_inference,planned,False,valid,200,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
posed_rgbd_dataset-vggt_geometry-gsplat_7k-none,posed_rgbd_dataset,vggt_geometry,gsplat_7k,none,planned,False,valid,201,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
classic_topk-feedforward_gs-fastgs_100s-difix_distill,classic_topk,feedforward_gs,fastgs_100s,difix_distill,external,False,valid,202,60,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
classic_topk-feedforward_gs-gsplat_1k-none,classic_topk,feedforward_gs,gsplat_1k,none,external,False,valid,203,60,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
classic_topk-feedforward_gs-gsplat_2k-difix_inference,classic_topk,feedforward_gs,gsplat_2k,difix_inference,external,False,valid,204,60,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
